RaceCode,Date,Day,State,Track,RaceNo,Time,Distance,FavSP,10,20,40,90,Runners,Barrier,WinSP
10-Dec-22 Kembla Grange R1,44905,7,NSW,Kembla Grange,1,0.527777778,1500,2.2,1,1,1,0,7,7,2.2
10-Dec-22 Kembla Grange R2,44905,7,NSW,Kembla Grange,2,0.552083333,1000,2.6,2,2,0,0,8,5,2.6
10-Dec-22 Kembla Grange R3,44905,7,NSW,Kembla Grange,3,0.576388889,1000,3.7,1,1,1,0,8,2,6
10-Dec-22 Kembla Grange R4,44905,7,NSW,Kembla Grange,4,0.600694444,1400,2.15,0,2,1,0,7,1,4
10-Dec-22 Kembla Grange R5,44905,7,NSW,Kembla Grange,5,0.628472222,1600,1.26,3,1,1,0,7,5,1.26
10-Dec-22 Kembla Grange R6,44905,7,NSW,Kembla Grange,6,0.65625,1200,1.9,1,2,2,3,12,1,8.5
10-Dec-22 Kembla Grange R7,44905,7,NSW,Kembla Grange,7,0.684027778,1200,3,1,3,0,0,9,8,3
10-Dec-22 Kembla Grange R8,44905,7,NSW,Kembla Grange,8,0.711805556,1200,1.85,2,1,0,0,7,3,1.85
10-Dec-22 Kembla Grange R9,44905,7,NSW,Kembla Grange,9,0.738888889,1200,2.6,2,2,1,0,9,9,4.4
10-Dec-22 Sandown Hillside R1,44905,7,VIC,Sandown Hillside,1,0.524305556,1000,3.2,0,2,0,0,7,2,5
10-Dec-22 Sandown Hillside R2,44905,7,VIC,Sandown Hillside,2,0.548611111,2400,4.2,1,2,0,0,9,5,6
10-Dec-22 Sandown Hillside R3,44905,7,VIC,Sandown Hillside,3,0.572916667,1400,3.7,3,0,0,0,8,3,3.7
10-Dec-22 Sandown Hillside R4,44905,7,VIC,Sandown Hillside,4,0.597222222,1600,3.2,3,1,1,1,11,8,5.5
10-Dec-22 Sandown Hillside R5,44905,7,VIC,Sandown Hillside,5,0.625,1600,1.65,2,3,2,0,9,8,1.65
10-Dec-22 Sandown Hillside R6,44905,7,VIC,Sandown Hillside,6,0.652777778,1400,4,2,3,1,0,11,2,4.4
10-Dec-22 Sandown Hillside R7,44905,7,VIC,Sandown Hillside,7,0.680555556,1800,3.5,4,6,0,1,14,11,5
10-Dec-22 Sandown Hillside R8,44905,7,VIC,Sandown Hillside,8,0.708333333,1400,4.2,4,3,2,1,13,8,4.4
10-Dec-22 Sandown Hillside R9,44905,7,VIC,Sandown Hillside,9,0.736111111,1000,5,4,1,2,0,13,12,5
10-Dec-22 Albury R1,44905,7,NSW,Albury,1,0.570138889,1175,1.8,2,2,3,1,12,5,1.8
10-Dec-22 Albury R2,44905,7,NSW,Albury,2,0.594444444,1600,2.5,3,0,0,0,7,7,6.5
10-Dec-22 Albury R3,44905,7,NSW,Albury,3,0.621527778,1175,3.1,4,0,2,0,10,9,3.1
10-Dec-22 Albury R4,44905,7,NSW,Albury,4,0.65,1175,2.8,3,1,2,0,10,3,2.8
10-Dec-22 Albury R5,44905,7,NSW,Albury,5,0.677777778,1500,2.7,5,2,0,2,12,2,2.7
10-Dec-22 Albury R6,44905,7,NSW,Albury,6,0.705555556,900,4,3,3,0,0,10,8,10
10-Dec-22 Albury R7,44905,7,NSW,Albury,7,0.733333333,1500,4,2,1,1,0,9,8,4
10-Dec-22 Ascot R1,44905,7,WA,Ascot,1,0.491666667,1000,2.8,2,0,0,0,6,2,3
10-Dec-22 Ascot R2,44905,7,WA,Ascot,2,0.519444444,1400,2.6,3,1,0,1,9,2,6.5
10-Dec-22 Ascot R3,44905,7,WA,Ascot,3,0.547222222,1200,3.5,5,2,0,0,10,5,11
10-Dec-22 Ascot R4,44905,7,WA,Ascot,4,0.575,1600,4.2,4,0,0,0,9,4,5
10-Dec-22 Ascot R5,44905,7,WA,Ascot,5,0.602777778,1000,3.1,2,1,1,0,9,2,3.1
10-Dec-22 Ascot R6,44905,7,WA,Ascot,6,0.628472222,1200,2.7,5,2,0,0,10,5,2.7
10-Dec-22 Ascot R7,44905,7,WA,Ascot,7,0.652777778,1600,2.25,3,1,1,1,10,5,2.25
10-Dec-22 Ascot R8,44905,7,WA,Ascot,8,0.680555556,2200,1.85,3,4,1,1,12,10,13
10-Dec-22 Ascot R9,44905,7,WA,Ascot,9,0.70625,1400,4.2,6,2,3,2,16,5,19
10-Dec-22 Ascot R10,44905,7,WA,Ascot,10,0.73125,1400,3.9,4,2,2,1,13,1,3.9
10-Dec-22 Coffs Harbour R1,44905,7,NSW,Coffs Harbour,1,0.589583333,1413,2.8,2,1,0,1,8,5,3.7
10-Dec-22 Coffs Harbour R2,44905,7,NSW,Coffs Harbour,2,0.613888889,1613,4.6,2,0,0,1,9,9,4.6
10-Dec-22 Coffs Harbour R3,44905,7,NSW,Coffs Harbour,3,0.641666667,1010,2.1,2,1,0,0,7,5,8.5
10-Dec-22 Coffs Harbour R4,44905,7,NSW,Coffs Harbour,4,0.669444444,1010,2.2,3,0,1,0,9,4,7
10-Dec-22 Coffs Harbour R5,44905,7,NSW,Coffs Harbour,5,0.697222222,1213,3.4,1,2,1,1,10,7,3.4
10-Dec-22 Coffs Harbour R6,44905,7,NSW,Coffs Harbour,6,0.725,1313,3.3,3,2,1,1,11,3,10
10-Dec-22 Morphettville R1,44905,7,SA,Morphettville,1,0.511805556,1050,2.6,0,0,0,0,4,2,6
10-Dec-22 Morphettville R2,44905,7,SA,Morphettville,2,0.536111111,1800,2.9,4,0,0,0,7,3,3.2
10-Dec-22 Morphettville R3,44905,7,SA,Morphettville,3,0.560416667,2500,2.5,2,1,1,0,7,4,2.8
10-Dec-22 Morphettville R4,44905,7,SA,Morphettville,4,0.584722222,1050,2.2,3,1,5,1,13,7,18
10-Dec-22 Morphettville R5,44905,7,SA,Morphettville,5,0.6125,1200,2.6,3,1,3,1,11,3,2.6
10-Dec-22 Morphettville R6,44905,7,SA,Morphettville,6,0.640277778,1800,2.6,5,2,0,0,10,6,2.6
10-Dec-22 Morphettville R7,44905,7,SA,Morphettville,7,0.668055556,1050,2.4,2,2,3,0,10,3,2.4
10-Dec-22 Morphettville R8,44905,7,SA,Morphettville,8,0.695833333,1200,2.8,6,4,2,0,14,14,10
10-Dec-22 Morphettville R9,44905,7,SA,Morphettville,9,0.722916667,1200,3.6,2,3,2,0,11,11,3.8
10-Dec-22 Eagle Farm R1,44905,7,QLD,Eagle Farm,1,0.502083333,1300,2.3,6,3,2,1,14,9,2.3
10-Dec-22 Eagle Farm R2,44905,7,QLD,Eagle Farm,2,0.526388889,1400,2.4,4,1,1,1,11,7,6.5
10-Dec-22 Eagle Farm R3,44905,7,QLD,Eagle Farm,3,0.550694444,1000,1.45,2,1,0,1,7,2,1.45
10-Dec-22 Eagle Farm R4,44905,7,QLD,Eagle Farm,4,0.577777778,1000,2.1,2,1,1,2,10,2,11
10-Dec-22 Eagle Farm R5,44905,7,QLD,Eagle Farm,5,0.605555556,1600,3.7,2,3,3,0,13,4,8.5
10-Dec-22 Eagle Farm R6,44905,7,QLD,Eagle Farm,6,0.633333333,1300,2.8,4,2,0,3,12,7,4.4
10-Dec-22 Eagle Farm R7,44905,7,QLD,Eagle Farm,7,0.661111111,1000,3.3,2,1,2,0,10,6,9
10-Dec-22 Eagle Farm R8,44905,7,QLD,Eagle Farm,8,0.688888889,1400,2.9,4,3,2,1,13,9,71
10-Dec-22 Eagle Farm R9,44905,7,QLD,Eagle Farm,9,0.715277778,1200,2.7,2,1,1,0,9,1,2.7
10-Dec-22 Townsville R1,44905,7,QLD,Townsville,1,0.546527778,1000,1.7,0,0,1,0,4,3,1.7
10-Dec-22 Townsville R2,44905,7,QLD,Townsville,2,0.570833333,1000,1.8,1,2,0,1,8,6,1.8
10-Dec-22 Townsville R3,44905,7,QLD,Townsville,3,0.598611111,1300,1.75,1,2,1,0,6,6,2.2
10-Dec-22 Townsville R4,44905,7,QLD,Townsville,4,0.626388889,1200,1.3,2,1,1,0,6,1,1.3
10-Dec-22 Townsville R5,44905,7,QLD,Townsville,5,0.654166667,1400,2,1,1,1,1,8,8,2
10-Dec-22 Townsville R6,44905,7,QLD,Townsville,6,0.681944444,1400,2.5,1,0,1,1,8,3,4.2
10-Dec-22 Townsville R7,44905,7,QLD,Townsville,7,0.709722222,1000,3.4,1,2,0,2,11,3,4.2
10-Dec-22 Gold Coast R1,44905,7,QLD,Gold Coast,1,0.513194444,900,2.5,1,4,1,1,10,8,2.5
10-Dec-22 Gold Coast R2,44905,7,QLD,Gold Coast,2,0.5375,900,3.1,3,0,1,0,8,3,3.5
10-Dec-22 Gold Coast R3,44905,7,QLD,Gold Coast,3,0.561805556,1700,1.6,2,1,1,1,8,1,1.6
10-Dec-22 Gold Coast R4,44905,7,QLD,Gold Coast,4,0.589583333,1700,2.8,1,0,0,0,6,2,2.8
10-Dec-22 Gold Coast R5,44905,7,QLD,Gold Coast,5,0.617361111,1100,2.15,2,2,0,0,8,2,5
10-Dec-22 Gold Coast R6,44905,7,QLD,Gold Coast,6,0.645138889,1350,3.2,1,1,0,0,7,3,4.4
10-Dec-22 Gold Coast R7,44905,7,QLD,Gold Coast,7,0.672916667,1700,3,2,1,0,0,8,6,9
10-Dec-22 Gold Coast R8,44905,7,QLD,Gold Coast,8,0.7,1100,2.7,1,2,0,0,7,5,3.4
9-Dec-22 Cranbourne R1,44904,6,VIC,Cranbourne,1,0.763888889,1600,1.8,2,1,1,0,7,5,11
9-Dec-22 Cranbourne R2,44904,6,VIC,Cranbourne,2,0.784722222,1400,2.7,2,1,1,1,9,2,9
9-Dec-22 Cranbourne R3,44904,6,VIC,Cranbourne,3,0.805555556,1300,3.7,3,0,0,1,10,7,7
9-Dec-22 Cranbourne R4,44904,6,VIC,Cranbourne,4,0.826388889,1000,1.8,1,4,2,0,9,8,2.8
9-Dec-22 Cranbourne R5,44904,6,VIC,Cranbourne,5,0.847222222,1600,2.8,0,1,0,0,7,2,9.5
9-Dec-22 Cranbourne R6,44904,6,VIC,Cranbourne,6,0.868055556,2520,3.8,4,1,0,0,10,5,8
9-Dec-22 Cranbourne R7,44904,6,VIC,Cranbourne,7,0.888888889,1200,4,0,3,2,0,11,3,4.2
9-Dec-22 Cranbourne R8,44904,6,VIC,Cranbourne,8,0.909722222,1400,3.9,4,2,1,0,12,9,3.9
9-Dec-22 Moonee Valley R1,44904,6,VIC,Moonee Valley,1,0.756944444,2040,4.2,1,0,0,0,7,4,12
9-Dec-22 Moonee Valley R2,44904,6,VIC,Moonee Valley,2,0.777777778,2040,2.5,2,2,0,0,8,5,21
9-Dec-22 Moonee Valley R3,44904,6,VIC,Moonee Valley,3,0.798611111,1200,3.7,1,4,0,1,11,4,5.5
9-Dec-22 Moonee Valley R4,44904,6,VIC,Moonee Valley,4,0.819444444,1600,2.1,1,1,1,1,9,9,2.1
9-Dec-22 Moonee Valley R5,44904,6,VIC,Moonee Valley,5,0.840277778,1600,3.3,2,0,1,0,8,7,15
9-Dec-22 Moonee Valley R6,44904,6,VIC,Moonee Valley,6,0.861111111,955,3.4,3,2,1,0,10,9,12
9-Dec-22 Moonee Valley R7,44904,6,VIC,Moonee Valley,7,0.881944444,1200,3.8,2,0,1,0,8,2,4.2
9-Dec-22 Moonee Valley R8,44904,6,VIC,Moonee Valley,8,0.902777778,1200,3.2,1,2,0,0,7,3,3.2
9-Dec-22 Canterbury R1,44904,6,NSW,Canterbury,1,0.75,1900,4.4,1,2,0,0,9,6,4.8
9-Dec-22 Canterbury R2,44904,6,NSW,Canterbury,2,0.770833333,1100,5,4,0,1,0,11,9,5
9-Dec-22 Canterbury R3,44904,6,NSW,Canterbury,3,0.791666667,1250,4.2,0,2,1,0,9,9,4.8
9-Dec-22 Canterbury R4,44904,6,NSW,Canterbury,4,0.8125,1900,4.8,3,2,0,0,10,3,6.5
9-Dec-22 Canterbury R5,44904,6,NSW,Canterbury,5,0.833333333,1100,4.8,0,0,0,0,7,6,8
9-Dec-22 Canterbury R6,44904,6,NSW,Canterbury,6,0.854166667,1550,3.3,3,1,0,1,9,3,12
9-Dec-22 Canterbury R7,44904,6,NSW,Canterbury,7,0.875,1100,4.6,4,0,0,0,9,9,6.5
9-Dec-22 Canterbury R8,44904,6,NSW,Canterbury,8,0.895833333,1250,1.6,3,1,0,0,7,3,7.5
9-Dec-22 Devonport Synthetic R1,44904,6,TAS,Devonport Synthetic,1,0.602777778,1350,3.1,1,1,0,0,6,5,19
9-Dec-22 Devonport Synthetic R2,44904,6,TAS,Devonport Synthetic,2,0.627083333,1350,2.7,3,1,1,0,10,2,14
9-Dec-22 Devonport Synthetic R3,44904,6,TAS,Devonport Synthetic,3,0.652777778,1009,2.25,1,3,3,1,11,1,2.25
9-Dec-22 Devonport Synthetic R4,44904,6,TAS,Devonport Synthetic,4,0.680555556,1650,2.35,1,1,0,0,6,2,4.4
9-Dec-22 Devonport Synthetic R5,44904,6,TAS,Devonport Synthetic,5,0.708333333,1150,3.3,1,0,1,0,7,6,3.3
9-Dec-22 Devonport Synthetic R6,44904,6,TAS,Devonport Synthetic,6,0.736111111,1150,2.4,3,0,0,0,8,8,2.4
9-Dec-22 Devonport Synthetic R7,44904,6,TAS,Devonport Synthetic,7,0.761805556,1650,3.9,4,3,2,1,14,7,7
9-Dec-22 Devonport Synthetic R8,44904,6,TAS,Devonport Synthetic,8,0.789583333,1350,2.3,3,1,0,0,8,5,7
9-Dec-22 Port Lincoln R1,44904,6,SA,Port Lincoln,1,0.586805556,1210,2.3,1,3,0,1,8,7,5.5
9-Dec-22 Port Lincoln R2,44904,6,SA,Port Lincoln,2,0.611111111,1000,2.6,4,1,1,1,10,2,3.5
9-Dec-22 Port Lincoln R3,44904,6,SA,Port Lincoln,3,0.638888889,1000,2.8,2,1,0,0,8,1,17
9-Dec-22 Port Lincoln R4,44904,6,SA,Port Lincoln,4,0.666666667,1750,2.15,3,2,0,0,9,2,8.5
9-Dec-22 Port Lincoln R5,44904,6,SA,Port Lincoln,5,0.694444444,1250,3.7,2,3,0,0,10,7,26
9-Dec-22 Port Lincoln R6,44904,6,SA,Port Lincoln,6,0.722222222,1250,2.3,4,1,1,0,10,2,2.3
9-Dec-22 Port Lincoln R7,44904,6,SA,Port Lincoln,7,0.745833333,1000,2.5,6,1,0,0,10,4,2.5
9-Dec-22 Port Lincoln R8,44904,6,SA,Port Lincoln,8,0.766666667,1000,4,4,1,0,0,10,2,4
9-Dec-22 Port Lincoln R9,44904,6,SA,Port Lincoln,9,0.7875,1350,4.4,3,2,0,0,10,3,8
9-Dec-22 Albany R1,44904,6,WA,Albany,1,0.570833333,1230,3,2,1,2,0,10,5,11
9-Dec-22 Albany R2,44904,6,WA,Albany,2,0.598611111,1230,2.9,5,0,2,2,13,9,51
9-Dec-22 Albany R3,44904,6,WA,Albany,3,0.628472222,1500,2.5,5,1,0,2,12,7,5.5
9-Dec-22 Albany R4,44904,6,WA,Albany,4,0.649305556,1500,3.7,3,0,0,0,8,5,11
9-Dec-22 Albany R5,44904,6,WA,Albany,5,0.678472222,1600,2.1,1,0,2,0,7,1,2.1
9-Dec-22 Albany R6,44904,6,WA,Albany,6,0.704166667,1500,4.2,2,3,0,0,11,7,9.5
9-Dec-22 Albany R7,44904,6,WA,Albany,7,0.725,1100,4.4,3,2,2,1,13,4,8.5
9-Dec-22 Albany R8,44904,6,WA,Albany,8,0.745833333,1230,3.1,1,2,1,3,13,6,3.8
9-Dec-22 Doomben R1,44904,6,QLD,Doomben,1,0.563888889,1350,3.2,4,1,2,3,14,13,10
9-Dec-22 Doomben R2,44904,6,QLD,Doomben,2,0.588194444,1200,3,3,2,1,1,11,4,3
9-Dec-22 Doomben R3,44904,6,QLD,Doomben,3,0.613888889,1200,2.5,2,2,1,0,9,3,9.5
9-Dec-22 Doomben R4,44904,6,QLD,Doomben,4,0.641666667,2220,4.2,1,5,1,0,12,2,6
9-Dec-22 Doomben R5,44904,6,QLD,Doomben,5,0.669444444,1640,4.4,2,4,1,1,13,9,6
9-Dec-22 Doomben R6,44904,6,QLD,Doomben,6,0.697222222,1640,2.45,0,3,0,0,8,4,21
9-Dec-22 Doomben R7,44904,6,QLD,Doomben,7,0.718055556,1200,2.5,2,4,0,0,9,7,4.6
9-Dec-22 Doomben R8,44904,6,QLD,Doomben,8,0.739583333,1350,2.05,1,4,2,0,11,11,2.05
9-Dec-22 Darwin R1,44904,6,NT,Darwin,1,0.6,1300,2.8,2,1,0,0,7,3,5.5
9-Dec-22 Darwin R2,44904,6,NT,Darwin,2,0.628472222,1300,3.2,1,0,0,0,6,2,5.5
9-Dec-22 Darwin R3,44904,6,NT,Darwin,3,0.65625,1200,2.1,1,0,0,0,5,1,2.1
9-Dec-22 Darwin R4,44904,6,NT,Darwin,4,0.683333333,1200,1.8,3,0,0,0,6,5,13
9-Dec-22 Darwin R5,44904,6,NT,Darwin,5,0.70625,1100,1.7,3,3,1,0,9,1,13
9-Dec-22 Darwin R6,44904,6,NT,Darwin,6,0.731944444,1000,2.4,2,0,2,0,9,3,7.5
9-Dec-22 Scone R1,44904,6,NSW,Scone,1,0.575694444,1200,2.25,1,3,1,1,8,6,2.25
9-Dec-22 Scone R2,44904,6,NSW,Scone,2,0.6,1300,1.5,0,3,0,0,7,5,1.5
9-Dec-22 Scone R3,44904,6,NSW,Scone,3,0.624305556,1300,2.35,2,2,1,3,11,4,2.35
9-Dec-22 Scone R4,44904,6,NSW,Scone,4,0.648611111,900,2.7,3,1,0,2,11,5,15
9-Dec-22 Scone R5,44904,6,NSW,Scone,5,0.676388889,1000,3.3,0,4,1,4,14,3,3.3
9-Dec-22 Scone R6,44904,6,NSW,Scone,6,0.704166667,1600,3.9,4,2,2,1,13,12,13
9-Dec-22 Scone R7,44904,6,NSW,Scone,7,0.731944444,1300,1.85,2,1,1,2,9,4,1.85
9-Dec-22 Moe R1,44904,6,VIC,Moe,1,0.548611111,2050,3.2,2,0,0,3,10,4,3.9
9-Dec-22 Moe R2,44904,6,VIC,Moe,2,0.572916667,1100,1.55,5,2,2,1,11,9,10
9-Dec-22 Moe R3,44904,6,VIC,Moe,3,0.597222222,1600,4.8,4,1,1,0,11,5,14
9-Dec-22 Moe R4,44904,6,VIC,Moe,4,0.621527778,1200,3.2,2,3,0,2,11,9,3.9
9-Dec-22 Moe R5,44904,6,VIC,Moe,5,0.645833333,2050,4,2,1,0,2,11,5,6
9-Dec-22 Moe R6,44904,6,VIC,Moe,6,0.673611111,1600,3.7,5,2,1,1,13,2,3.7
9-Dec-22 Moe R7,44904,6,VIC,Moe,7,0.701388889,1100,2.3,0,5,0,3,12,9,2.3
9-Dec-22 Moe R8,44904,6,VIC,Moe,8,0.729166667,1000,4.8,2,2,0,0,11,7,6.5
9-Dec-22 Dubbo R1,44904,6,NSW,Dubbo,1,0.595138889,1600,3.3,2,2,3,0,12,3,5.5
9-Dec-22 Dubbo R2,44904,6,NSW,Dubbo,2,0.619444444,1000,3,4,5,2,0,14,2,3.8
9-Dec-22 Dubbo R3,44904,6,NSW,Dubbo,3,0.64375,1000,4.4,2,1,0,1,10,6,4.4
9-Dec-22 Dubbo R4,44904,6,NSW,Dubbo,4,0.672222222,1100,3.8,3,2,1,0,11,6,4.2
9-Dec-22 Dubbo R5,44904,6,NSW,Dubbo,5,0.700694444,1300,2.35,0,5,4,1,13,1,26
9-Dec-22 Dubbo R6,44904,6,NSW,Dubbo,6,0.727083333,1300,3,6,3,0,2,14,13,3
9-Dec-22 Murwillumbah R1,44904,6,NSW,Murwillumbah,1,0.541666667,1550,2.1,1,0,1,0,7,4,2.1
9-Dec-22 Murwillumbah R2,44904,6,NSW,Murwillumbah,2,0.565972222,1550,2.25,1,0,1,0,6,2,2.8
9-Dec-22 Murwillumbah R3,44904,6,NSW,Murwillumbah,3,0.590277778,1200,2.35,2,0,1,0,6,2,2.45
9-Dec-22 Murwillumbah R4,44904,6,NSW,Murwillumbah,4,0.614583333,1100,3.8,1,1,0,1,5,4,8.5
9-Dec-22 Murwillumbah R5,44904,6,NSW,Murwillumbah,5,0.638888889,2020,1.75,2,1,1,1,9,1,6.5
9-Dec-22 Murwillumbah R6,44904,6,NSW,Murwillumbah,6,0.666666667,1100,3.5,1,0,0,1,5,4,4
9-Dec-22 Murwillumbah R7,44904,6,NSW,Murwillumbah,7,0.694444444,1550,2.5,2,2,0,1,9,1,2.5
9-Dec-22 Murwillumbah R8,44904,6,NSW,Murwillumbah,8,0.722222222,1200,2.2,2,1,0,0,7,7,2.2
8-Dec-22 Geraldton R1,44903,5,WA,Geraldton,1,0.55,1100,2.7,2,0,3,1,10,4,4.4
8-Dec-22 Geraldton R2,44903,5,WA,Geraldton,2,0.574305556,1100,1.75,3,2,2,1,11,8,12
8-Dec-22 Geraldton R3,44903,5,WA,Geraldton,3,0.598611111,1400,1.55,4,2,2,0,10,1,14
8-Dec-22 Geraldton R4,44903,5,WA,Geraldton,4,0.625,1400,3.4,2,1,2,0,10,4,5.5
8-Dec-22 Geraldton R5,44903,5,WA,Geraldton,5,0.649305556,1600,2.1,1,1,1,2,10,9,2.1
8-Dec-22 Geraldton R6,44903,5,WA,Geraldton,6,0.673611111,1900,3.4,3,1,1,0,9,8,3.7
8-Dec-22 Geraldton R7,44903,5,WA,Geraldton,7,0.697916667,1200,1.4,3,2,0,2,9,9,1.4
8-Dec-22 Geraldton R8,44903,5,WA,Geraldton,8,0.725694444,1200,2.6,0,0,2,1,8,4,3.4
8-Dec-22 Geraldton R9,44903,5,WA,Geraldton,9,0.746527778,1200,3.3,3,2,3,2,14,6,9
8-Dec-22 Cairns R1,44903,5,QLD,Cairns,1,0.565277778,1250,1.3,2,1,1,0,7,7,1.3
8-Dec-22 Cairns R2,44903,5,QLD,Cairns,2,0.591666667,950,1.55,0,2,0,0,6,2,6.5
8-Dec-22 Cairns R3,44903,5,QLD,Cairns,3,0.615972222,950,2.2,2,4,1,0,9,7,2.35
8-Dec-22 Cairns R4,44903,5,QLD,Cairns,4,0.64375,1250,2.1,1,0,0,0,4,1,2.1
8-Dec-22 Cairns R5,44903,5,QLD,Cairns,5,0.669444444,1500,2.6,3,1,0,1,8,6,2.6
8-Dec-22 Cairns R6,44903,5,QLD,Cairns,6,0.694444444,950,2.8,1,1,2,1,9,5,8
8-Dec-22 Cairns R7,44903,5,QLD,Cairns,7,0.722222222,1250,1.65,2,3,1,1,10,10,31
8-Dec-22 Cairns R8,44903,5,QLD,Cairns,8,0.746527778,1400,4.4,0,1,1,0,9,6,9
8-Dec-22 Queanbeyan R1,44903,5,NSW,Queanbeyan,1,0.590277778,1000,1.95,4,0,0,0,7,1,1.95
8-Dec-22 Queanbeyan R2,44903,5,NSW,Queanbeyan,2,0.614583333,1000,3.3,0,0,1,0,7,7,7.5
8-Dec-22 Queanbeyan R3,44903,5,NSW,Queanbeyan,3,0.642361111,1600,2.6,2,1,1,0,8,3,4.8
8-Dec-22 Queanbeyan R4,44903,5,NSW,Queanbeyan,4,0.670138889,1460,2.8,4,0,1,1,10,3,2.8
8-Dec-22 Queanbeyan R5,44903,5,NSW,Queanbeyan,5,0.694444444,1460,3.5,3,2,2,0,11,10,8
8-Dec-22 Queanbeyan R6,44903,5,NSW,Queanbeyan,6,0.71875,2000,3,1,0,1,0,7,2,5
8-Dec-22 Queanbeyan R7,44903,5,NSW,Queanbeyan,7,0.743055556,900,1.95,2,2,2,0,10,1,1.95
8-Dec-22 Wyong R1,44903,5,NSW,Wyong,1,0.576388889,1350,2.1,3,1,0,1,9,8,2.1
8-Dec-22 Wyong R2,44903,5,NSW,Wyong,2,0.600694444,2100,2.3,0,2,2,0,8,1,2.3
8-Dec-22 Wyong R3,44903,5,NSW,Wyong,3,0.628472222,1600,2.15,3,3,2,1,12,8,101
8-Dec-22 Wyong R4,44903,5,NSW,Wyong,4,0.652777778,1000,1.8,2,3,1,1,10,2,3.3
8-Dec-22 Wyong R5,44903,5,NSW,Wyong,5,0.680555556,1200,3.3,1,1,4,0,10,3,4.2
8-Dec-22 Wyong R6,44903,5,NSW,Wyong,6,0.704861111,1000,2.6,0,2,3,0,9,4,2.6
8-Dec-22 Wyong R7,44903,5,NSW,Wyong,7,0.729166667,1600,3.4,3,1,2,1,12,4,8.5
8-Dec-22 Warrnambool R1,44903,5,VIC,Warrnambool,1,0.5625,2000,1.6,3,1,2,2,11,8,1.6
8-Dec-22 Warrnambool R2,44903,5,VIC,Warrnambool,2,0.583333333,1000,2.9,2,3,1,1,10,4,3.7
8-Dec-22 Warrnambool R3,44903,5,VIC,Warrnambool,3,0.604166667,1700,3.6,1,2,1,3,12,7,4.4
8-Dec-22 Warrnambool R4,44903,5,VIC,Warrnambool,4,0.625,1400,3.7,2,1,1,0,9,3,4.4
8-Dec-22 Warrnambool R5,44903,5,VIC,Warrnambool,5,0.645833333,1400,4.6,2,1,0,1,10,7,13
8-Dec-22 Warrnambool R6,44903,5,VIC,Warrnambool,6,0.666666667,1700,2.4,1,2,1,0,8,8,3.8
8-Dec-22 Warrnambool R7,44903,5,VIC,Warrnambool,7,0.6875,2000,4.6,3,3,1,1,12,9,6.5
8-Dec-22 Warrnambool R8,44903,5,VIC,Warrnambool,8,0.708333333,1100,4.4,4,1,1,0,11,8,21
7-Dec-22 Launceston R1,44902,4,TAS,Launceston,1,0.722916667,2100,3.5,1,0,0,0,7,1,3.5
7-Dec-22 Launceston R2,44902,4,TAS,Launceston,2,0.752777778,1600,3.7,4,1,1,1,11,2,41
7-Dec-22 Launceston R3,44902,4,TAS,Launceston,3,0.779166667,1100,1.95,4,1,0,2,10,5,1.95
7-Dec-22 Launceston R4,44902,4,TAS,Launceston,4,0.805555556,1100,1.9,4,3,0,0,10,2,11
7-Dec-22 Launceston R5,44902,4,TAS,Launceston,5,0.829861111,1100,1.75,1,3,0,0,7,3,1.75
7-Dec-22 Launceston R6,44902,4,TAS,Launceston,6,0.857638889,1200,4,0,2,1,0,9,8,4.2
7-Dec-22 Launceston R7,44902,4,TAS,Launceston,7,0.885416667,1400,4,3,0,1,0,9,3,4.6
7-Dec-22 Launceston R8,44902,4,TAS,Launceston,8,0.90625,1400,2.9,1,0,1,0,8,4,5.5
7-Dec-22 Sandown Hillside R1,44902,4,VIC,Sandown Hillside,1,0.652777778,1300,3.6,3,0,1,0,8,2,4.2
7-Dec-22 Sandown Hillside R2,44902,4,VIC,Sandown Hillside,2,0.677083333,1400,4.2,2,3,0,3,12,10,4.2
7-Dec-22 Sandown Hillside R3,44902,4,VIC,Sandown Hillside,3,0.701388889,1400,1.7,2,2,1,1,9,1,1.7
7-Dec-22 Sandown Hillside R4,44902,4,VIC,Sandown Hillside,4,0.725694444,1500,1.95,2,2,1,0,9,3,1.95
7-Dec-22 Sandown Hillside R5,44902,4,VIC,Sandown Hillside,5,0.75,1600,2.5,5,0,0,0,9,5,2.5
7-Dec-22 Sandown Hillside R6,44902,4,VIC,Sandown Hillside,6,0.770833333,1800,3.6,5,2,0,0,11,8,3.6
7-Dec-22 Sandown Hillside R7,44902,4,VIC,Sandown Hillside,7,0.791666667,1300,2.7,2,1,2,0,9,4,2.7
7-Dec-22 Sandown Hillside R8,44902,4,VIC,Sandown Hillside,8,0.8125,1400,3.5,1,5,2,0,12,12,3.9
7-Dec-22 Ipswich R1,44902,4,QLD,Ipswich,1,0.592361111,1520,2.7,0,0,0,0,5,1,4.4
7-Dec-22 Ipswich R2,44902,4,QLD,Ipswich,2,0.616666667,1680,1.22,1,1,2,0,6,2,1.22
7-Dec-22 Ipswich R3,44902,4,QLD,Ipswich,3,0.640972222,1680,3.7,0,1,0,0,8,4,7
7-Dec-22 Ipswich R4,44902,4,QLD,Ipswich,4,0.665277778,1100,3.9,2,1,0,1,9,3,3.9
7-Dec-22 Ipswich R5,44902,4,QLD,Ipswich,5,0.689583333,1100,1.95,1,1,0,2,8,5,1.95
