RaceCode,Date,Day,State,Track,RaceNo,Time,Distance,FavSP,10,20,40,90,Runners,Barrier,WinSP
25-Nov-17 Cairns R1,43064,7,QLD,Cairns,1,0.561111111,950,2.15,1,2,3,0,10,,2.15
25-Nov-17 Doomben R4,43064,7,QLD,Doomben,4,0.563888889,1350,4.4,3,1,0,0,9,,8
25-Nov-17 Casino R2,43064,7,NSW,Casino,2,0.608333333,1400,3,1,3,0,0,8,,5.5
25-Nov-17 Ballarat R5,43064,7,VIC,Ballarat,5,0.611111111,1400,3.9,3,2,0,0,10,,5
25-Nov-17 Gosford R4,43064,7,NSW,Gosford,4,0.613888889,1600,3.3,3,0,0,0,8,,3.8
25-Nov-17 Gold Coast R3,43064,7,QLD,Gold Coast,3,0.575,1200,1.9,1,4,2,2,12,,41
25-Nov-17 Morphettville Parks R3,43064,7,SA,Morphettville Parks,3,0.597916667,1250,2.9,3,1,0,0,8,,2.9
25-Nov-17 Rosehill R5,43064,7,NSW,Rosehill,5,0.625,1500,3.8,5,0,1,1,11,,8.5
25-Nov-17 Cairns R2,43064,7,QLD,Cairns,2,0.586111111,1250,2.7,1,2,2,2,11,,3.8
25-Nov-17 Doomben R5,43064,7,QLD,Doomben,5,0.588888889,1050,4.2,4,2,2,0,13,,7.5
25-Nov-17 Casino R3,43064,7,NSW,Casino,3,0.633333333,1400,4.2,1,0,0,0,7,,4.6
25-Nov-17 Gosford R5,43064,7,NSW,Gosford,5,0.636111111,1200,2.2,1,1,2,1,10,,14
25-Nov-17 Ballarat R6,43064,7,VIC,Ballarat,6,0.638888889,1600,4.4,3,0,0,0,9,,4.4
25-Nov-17 Ascot R1,43064,7,WA,Ascot,1,0.516666667,1200,2.6,3,1,1,1,9,,3.8
25-Nov-17 Gold Coast R4,43064,7,QLD,Gold Coast,4,0.602777778,1300,2.8,2,0,0,0,6,,3.5
25-Nov-17 Morphettville Parks R4,43064,7,SA,Morphettville Parks,4,0.625694444,1000,2.7,1,1,0,0,6,,3.6
25-Nov-17 Rosehill R6,43064,7,NSW,Rosehill,6,0.652777778,1400,3.2,5,5,0,0,12,,26
25-Nov-17 Cairns R3,43064,7,QLD,Cairns,3,0.613888889,1400,2.25,0,0,0,0,6,,2.25
25-Nov-17 Doomben R6,43064,7,QLD,Doomben,6,0.616666667,2200,4.4,3,3,3,2,15,,11
25-Nov-17 Darwin R1,43064,7,NT,Darwin,1,0.627777778,1600,3.2,1,0,0,1,7,,3.2
25-Nov-17 Casino R4,43064,7,NSW,Casino,4,0.661111111,1200,2.6,1,2,3,0,11,,5.5
25-Nov-17 Gosford R6,43064,7,NSW,Gosford,6,0.663888889,1100,3.2,1,3,2,1,11,,41
25-Nov-17 Ballarat R7,43064,7,VIC,Ballarat,7,0.666666667,1400,4.4,4,1,3,0,12,,4.4
25-Nov-17 Ascot R2,43064,7,WA,Ascot,2,0.544444444,1400,4.2,4,2,0,0,11,,21
25-Nov-17 Gold Coast R5,43064,7,QLD,Gold Coast,5,0.630555556,1200,3,2,3,1,0,11,,7.5
25-Nov-17 Morphettville Parks R5,43064,7,SA,Morphettville Parks,5,0.653472222,1400,3.1,1,1,0,1,8,,3.5
25-Nov-17 Rosehill R7,43064,7,NSW,Rosehill,7,0.680555556,2000,4.4,3,6,2,2,17,,4.4
25-Nov-17 Cairns R4,43064,7,QLD,Cairns,4,0.641666667,950,3.4,1,0,1,0,7,,7
25-Nov-17 Geraldton R1,43064,7,WA,Geraldton,1,0.559722222,1400,3,2,4,2,0,11,,4.6
25-Nov-17 Doomben R7,43064,7,QLD,Doomben,7,0.644444444,1200,4.8,2,1,5,0,14,,41
25-Nov-17 Darwin R2,43064,7,NT,Darwin,2,0.655555556,1300,2.2,0,0,1,0,4,,2.6
25-Nov-17 Casino R5,43064,7,NSW,Casino,5,0.688888889,1200,3.9,0,5,0,0,11,,8.5
25-Nov-17 Gosford R7,43064,7,NSW,Gosford,7,0.691666667,1000,2.9,0,0,1,1,7,,2.9
25-Nov-17 Ballarat R8,43064,7,VIC,Ballarat,8,0.694444444,2200,3.6,1,6,0,1,12,,7.5
25-Nov-17 Ascot R3,43064,7,WA,Ascot,3,0.572222222,1400,2.8,5,1,0,0,9,,12
25-Nov-17 Gold Coast R6,43064,7,QLD,Gold Coast,6,0.658333333,1200,2.6,1,2,0,0,8,,2.6
25-Nov-17 Morphettville Parks R6,43064,7,SA,Morphettville Parks,6,0.68125,1400,4.4,2,1,1,0,10,,5
25-Nov-17 Rosehill R8,43064,7,NSW,Rosehill,8,0.708333333,1100,2.3,4,2,2,0,11,,20
25-Nov-17 Cairns R5,43064,7,QLD,Cairns,5,0.669444444,1500,3.7,3,1,0,0,8,,4.8
25-Nov-17 Darwin R3,43064,7,NT,Darwin,3,0.680555556,1300,2.45,3,3,2,0,11,,2.45
25-Nov-17 Geraldton R2,43064,7,WA,Geraldton,2,0.5875,1100,2.5,0,0,1,2,8,,6
25-Nov-17 Doomben R8,43064,7,QLD,Doomben,8,0.672222222,1350,2.9,6,4,2,2,16,,2.9
25-Nov-17 Casino R6,43064,7,NSW,Casino,6,0.716666667,1400,3.4,3,1,0,0,9,,5
25-Nov-17 Gosford R8,43064,7,NSW,Gosford,8,0.719444444,1200,3.5,1,3,2,0,11,,3.5
25-Nov-17 Ballarat R9,43064,7,VIC,Ballarat,9,0.722222222,1100,3,4,1,0,0,8,,4.8
25-Nov-17 Ascot R4,43064,7,WA,Ascot,4,0.6,1200,3.5,0,2,1,3,11,,4.4
25-Nov-17 Gold Coast R7,43064,7,QLD,Gold Coast,7,0.686111111,1800,4.4,2,1,2,0,11,,7
25-Nov-17 Morphettville Parks R7,43064,7,SA,Morphettville Parks,7,0.709027778,1550,2.6,2,2,0,0,8,,11
25-Nov-17 Rosehill R9,43064,7,NSW,Rosehill,9,0.736111111,1500,3.2,4,2,2,0,11,,3.7
25-Nov-17 Geraldton R3,43064,7,WA,Geraldton,3,0.6125,1100,2.4,2,2,1,0,8,,3
25-Nov-17 Cairns R6,43064,7,QLD,Cairns,6,0.697222222,1250,3.1,2,2,2,0,11,,6.5
25-Nov-17 Darwin R4,43064,7,NT,Darwin,4,0.708333333,1200,2.45,3,1,0,0,8,,10
25-Nov-17 Doomben R9,43064,7,QLD,Doomben,9,0.7,1200,3.5,2,2,2,2,13,,4.2
25-Nov-17 Toowoomba R1,43064,7,QLD,Toowoomba,1,0.702777778,1050,2.7,1,1,2,0,8,,4.4
25-Nov-17 Ballarat R10,43064,7,VIC,Ballarat,10,0.746527778,1200,3.2,3,1,3,0,11,,8
25-Nov-17 Ascot R5,43064,7,WA,Ascot,5,0.625,1200,3.7,0,4,2,0,11,,3.7
25-Nov-17 Gold Coast R8,43064,7,QLD,Gold Coast,8,0.711111111,1400,4.6,5,3,1,0,13,,9
25-Nov-17 Morphettville Parks R8,43064,7,SA,Morphettville Parks,8,0.734722222,1250,4.2,2,3,0,0,10,,4.6
25-Nov-17 Geraldton R4,43064,7,WA,Geraldton,4,0.636805556,1100,2.3,3,2,2,1,11,,3.8
25-Nov-17 Toowoomba R2,43064,7,QLD,Toowoomba,2,0.725694444,1200,1.95,2,1,0,1,8,,1.95
25-Nov-17 Darwin R5,43064,7,NT,Darwin,5,0.736805556,1100,4.4,6,1,0,0,11,,4.4
25-Nov-17 Ascot R6,43064,7,WA,Ascot,6,0.649305556,2100,3.6,3,1,1,2,11,,3.6
25-Nov-17 Geraldton R5,43064,7,WA,Geraldton,5,0.663194444,1100,2.35,3,2,1,0,10,,18
25-Nov-17 Toowoomba R3,43064,7,QLD,Toowoomba,3,0.753472222,1850,2.8,2,2,0,0,8,,12
25-Nov-17 Ascot R7,43064,7,WA,Ascot,7,0.677083333,1600,6,5,1,4,1,15,,6.5
25-Nov-17 Geraldton R6,43064,7,WA,Geraldton,6,0.6875,1600,4.8,4,2,1,0,12,,6
25-Nov-17 Toowoomba R4,43064,7,QLD,Toowoomba,4,0.78125,1300,1.8,0,2,1,1,8,,1.8
25-Nov-17 Ascot R8,43064,7,WA,Ascot,8,0.708333333,1600,5,5,4,3,0,16,,31
25-Nov-17 Geraldton R7,43064,7,WA,Geraldton,7,0.715277778,1400,4.8,2,2,5,0,14,,6.5
25-Nov-17 Toowoomba R5,43064,7,QLD,Toowoomba,5,0.805555556,1200,1.8,1,0,0,0,5,,1.8
25-Nov-17 Ascot R9,43064,7,WA,Ascot,9,0.736111111,1600,4.6,2,1,3,1,13,,81
25-Nov-17 Toowoomba R6,43064,7,QLD,Toowoomba,6,0.829861111,1000,3.1,1,1,2,1,10,,4.4
25-Nov-17 Toowoomba R7,43064,7,QLD,Toowoomba,7,0.850694444,1000,3.2,1,2,3,0,10,,4.4
25-Nov-17 Toowoomba R8,43064,7,QLD,Toowoomba,8,0.875,1850,2.8,2,2,0,0,8,,17
26-Nov-17 Sunshine Coast R1,43065,1,QLD,Sunshine Coast,1,0.492361111,1000,2.3,0,0,0,0,4,,2.5
26-Nov-17 Kilmore R1,43065,1,VIC,Kilmore,1,0.541666667,1100,3.5,0,0,0,0,6,,3.5
26-Nov-17 Goulburn R1,43065,1,NSW,Goulburn,1,0.544444444,1600,2,0,1,0,1,7,,2
26-Nov-17 Swan Hill R1,43065,1,VIC,Swan Hill,1,0.55,1200,3.1,3,0,1,2,11,,8.5
26-Nov-17 Quirindi R1,43065,1,NSW,Quirindi,1,0.552777778,1200,2.45,1,3,1,1,9,,26
26-Nov-17 Clare R1,43065,1,SA,Clare,1,0.534722222,1800,2.1,1,3,0,0,7,,2.1
26-Nov-17 Sunshine Coast R2,43065,1,QLD,Sunshine Coast,2,0.516666667,1400,2.6,1,0,0,0,5,,2.7
26-Nov-17 Goulburn R2,43065,1,NSW,Goulburn,2,0.56875,1200,2.1,1,1,3,2,10,,3
26-Nov-17 Swan Hill R2,43065,1,VIC,Swan Hill,2,0.574305556,975,2.7,4,3,1,0,10,,2.7
26-Nov-17 Quirindi R2,43065,1,NSW,Quirindi,2,0.577083333,1100,3.1,1,1,2,2,11,,9.5
26-Nov-17 Clare R2,43065,1,SA,Clare,2,0.559027778,1200,2.3,2,1,0,1,8,,2.3
26-Nov-17 Sunshine Coast R3,43065,1,QLD,Sunshine Coast,3,0.540972222,1600,3.2,2,0,2,1,10,,12
26-Nov-17 Goulburn R3,43065,1,NSW,Goulburn,3,0.593055556,1200,3,1,4,1,0,10,,6.5
26-Nov-17 Swan Hill R3,43065,1,VIC,Swan Hill,3,0.598611111,975,4.2,2,4,1,0,12,,4.2
26-Nov-17 Quirindi R3,43065,1,NSW,Quirindi,3,0.601388889,1450,2.25,2,3,1,5,14,,2.25
26-Nov-17 Clare R3,43065,1,SA,Clare,3,0.583333333,1100,2.6,2,4,1,0,11,,6.5
26-Nov-17 Sunshine Coast R4,43065,1,QLD,Sunshine Coast,4,0.565277778,2200,2.6,2,3,1,0,9,,3.3
26-Nov-17 Goulburn R4,43065,1,NSW,Goulburn,4,0.617361111,2300,2.35,3,4,2,0,12,,2.35
26-Nov-17 Swan Hill R4,43065,1,VIC,Swan Hill,4,0.622916667,975,2.9,3,4,0,0,11,,2.9
26-Nov-17 Quirindi R4,43065,1,NSW,Quirindi,4,0.625694444,1600,2.1,2,3,1,0,9,,18
26-Nov-17 Clare R4,43065,1,SA,Clare,4,0.607638889,1200,3.7,3,3,1,0,11,,3.7
26-Nov-17 Sunshine Coast R5,43065,1,QLD,Sunshine Coast,5,0.589583333,1400,4,4,2,2,0,12,,9.5
26-Nov-17 Alice Springs R1,43065,1,NT,Alice Springs,1,0.604166667,1200,3.6,2,0,0,0,7,,3.6
26-Nov-17 Goulburn R5,43065,1,NSW,Goulburn,5,0.641666667,1400,3.2,2,0,1,1,9,,3.3
26-Nov-17 Swan Hill R5,43065,1,VIC,Swan Hill,5,0.647222222,2100,2.9,2,1,1,0,9,,2.9
26-Nov-17 Quirindi R5,43065,1,NSW,Quirindi,5,0.65,1200,4.8,5,3,1,0,13,,4.8
26-Nov-17 Clare R5,43065,1,SA,Clare,5,0.631944444,1800,2.2,5,2,0,0,10,,7.5
26-Nov-17 Sunshine Coast R6,43065,1,QLD,Sunshine Coast,6,0.614583333,1400,3.4,2,1,2,1,10,,3.4
26-Nov-17 Alice Springs R2,43065,1,NT,Alice Springs,2,0.627083333,1100,3.1,1,2,1,0,9,,4.8
26-Nov-17 Goulburn R6,43065,1,NSW,Goulburn,6,0.668055556,1600,3.5,3,1,3,1,12,,3.5
26-Nov-17 Swan Hill R6,43065,1,VIC,Swan Hill,6,0.670138889,1600,2.9,2,4,1,1,13,,2.9
26-Nov-17 Clare R6,43065,1,SA,Clare,6,0.652777778,1800,2.6,1,2,1,0,8,,2.6
26-Nov-17 Quirindi R6,43065,1,NSW,Quirindi,6,0.677083333,1200,3.4,3,1,1,0,9,,11
26-Nov-17 Bunbury R1,43065,1,WA,Bunbury,1,0.555555556,2019,2.25,0,0,0,0,4,,2.5
26-Nov-17 Alice Springs R3,43065,1,NT,Alice Springs,3,0.650694444,1100,3.2,1,1,0,0,7,,4.8
26-Nov-17 Sunshine Coast R7,43065,1,QLD,Sunshine Coast,7,0.642361111,1200,2.6,3,0,0,0,7,,2.6
26-Nov-17 Swan Hill R7,43065,1,VIC,Swan Hill,7,0.694444444,1200,5.5,5,2,2,0,14,,10
26-Nov-17 Goulburn R7,43065,1,NSW,Goulburn,7,0.697916667,1600,4.6,2,2,3,2,14,,5
26-Nov-17 Clare R7,43065,1,SA,Clare,7,0.680555556,1100,2.25,5,2,0,0,9,,2.25
26-Nov-17 Bunbury R2,43065,1,WA,Bunbury,2,0.579861111,1108,2.9,1,1,2,0,9,,20
26-Nov-17 Quirindi R7,43065,1,NSW,Quirindi,7,0.708333333,1000,2.8,5,2,3,1,14,,11
26-Nov-17 Alice Springs R4,43065,1,NT,Alice Springs,4,0.677083333,1000,3.1,1,2,0,0,7,,31
26-Nov-17 Sunshine Coast R8,43065,1,QLD,Sunshine Coast,8,0.673611111,1400,1.9,2,1,1,0,7,,1.9
26-Nov-17 Goulburn R8,43065,1,NSW,Goulburn,8,0.725694444,1300,3.1,3,3,1,0,11,,13
26-Nov-17 Bunbury R3,43065,1,WA,Bunbury,3,0.604166667,1690,4.8,1,3,3,1,9,,21
26-Nov-17 Alice Springs R5,43065,1,NT,Alice Springs,5,0.704861111,1400,2.9,1,0,0,0,5,,17
26-Nov-17 Sunshine Coast R9,43065,1,QLD,Sunshine Coast,9,0.701388889,1600,3.9,5,3,0,0,12,,5
26-Nov-17 Bunbury R4,43065,1,WA,Bunbury,4,0.625,1410,3.3,2,2,3,2,14,,3.3
26-Nov-17 Alice Springs R6,43065,1,NT,Alice Springs,6,0.732638889,1400,2.25,1,1,1,0,8,,17
26-Nov-17 Sunshine Coast R10,43065,1,QLD,Sunshine Coast,10,0.723611111,1600,2.7,5,2,2,3,15,,12
26-Nov-17 Bunbury R5,43065,1,WA,Bunbury,5,0.645833333,1208,4.8,3,0,5,1,14,,5.5
26-Nov-17 Bunbury R6,43065,1,WA,Bunbury,6,0.666666667,1208,1.35,2,1,0,1,6,,5
26-Nov-17 Bunbury R7,43065,1,WA,Bunbury,7,0.6875,1008,1.7,2,4,0,1,10,,10
26-Nov-17 Bunbury R8,43065,1,WA,Bunbury,8,0.711805556,1410,3.2,6,2,2,0,13,,3.2
27-Nov-17 Hamilton R1,43066,2,VIC,Hamilton,1,0.5625,1200,2.25,4,1,1,1,10,,2.25
27-Nov-17 Ballina R1,43066,2,NSW,Ballina,1,0.576388889,1010,2.6,0,2,0,0,6,,6
27-Nov-17 Hamilton R2,43066,2,VIC,Hamilton,2,0.583333333,1600,3.6,4,3,0,0,12,,7.5
27-Nov-17 Ballina R2,43066,2,NSW,Ballina,2,0.600694444,1010,2.4,5,1,1,1,11,,2.4
27-Nov-17 Hamilton R3,43066,2,VIC,Hamilton,3,0.604166667,1400,2.45,5,3,2,0,12,,11
27-Nov-17 Hamilton R4,43066,2,VIC,Hamilton,4,0.625,1200,3.6,3,2,1,0,10,,4.8
27-Nov-17 Ballina R3,43066,2,NSW,Ballina,3,0.628472222,1410,3.6,4,1,1,0,10,,6
27-Nov-17 Hamilton R5,43066,2,VIC,Hamilton,5,0.645833333,1200,4.6,3,1,0,1,8,,7
27-Nov-17 Ballina R4,43066,2,NSW,Ballina,4,0.652777778,1910,2.6,4,3,2,0,12,,2.6
27-Nov-17 Hamilton R6,43066,2,VIC,Hamilton,6,0.666666667,1400,3.8,4,0,3,0,11,,5
27-Nov-17 Ballina R5,43066,2,NSW,Ballina,5,0.680555556,1260,1.7,2,3,0,0,8,,31
27-Nov-17 Hamilton R7,43066,2,VIC,Hamilton,7,0.6875,2200,2.9,4,1,1,0,10,,12
27-Nov-17 Ballina R6,43066,2,NSW,Ballina,6,0.704861111,1010,3.1,2,3,4,0,12,,17
27-Nov-17 Hamilton R8,43066,2,VIC,Hamilton,8,0.708333333,1600,4.8,3,1,3,0,13,,8
27-Nov-17 Ballina R7,43066,2,NSW,Ballina,7,0.729166667,1410,5,5,2,0,0,12,,11
28-Nov-17 Ballarat R1,43067,3,VIC,Ballarat,1,0.5625,2300,1.5,0,1,1,0,4,,1.5
28-Nov-17 Ballarat R2,43067,3,VIC,Ballarat,2,0.583333333,1400,3,1,0,0,1,6,,3
28-Nov-17 Rockhampton R1,43067,3,QLD,Rockhampton,1,0.548611111,1200,2.7,2,0,2,0,8,,2.8
28-Nov-17 Ballarat R3,43067,3,VIC,Ballarat,3,0.604166667,1200,3.1,2,0,3,1,10,,4.8
28-Nov-17 Rockhampton R2,43067,3,QLD,Rockhampton,2,0.572916667,1300,2.3,3,2,3,0,11,,3.2
28-Nov-17 Ballarat R4,43067,3,VIC,Ballarat,4,0.625,1600,3.1,2,0,0,0,6,,4.4
28-Nov-17 Rockhampton R3,43067,3,QLD,Rockhampton,3,0.597222222,1050,2.25,2,0,1,0,7,,15
28-Nov-17 Ballarat R5,43067,3,VIC,Ballarat,5,0.645833333,1600,1.85,1,2,2,0,8,,1.85
28-Nov-17 Rockhampton R4,43067,3,QLD,Rockhampton,4,0.621527778,1811,1.3,2,1,1,0,6,,1.3
28-Nov-17 Ballarat R6,43067,3,VIC,Ballarat,6,0.666666667,1400,3,2,2,0,1,9,,3
28-Nov-17 Ballarat R7,43067,3,VIC,Ballarat,7,0.6875,2200,2.6,0,2,2,1,10,,2.6
28-Nov-17 Rockhampton R5,43067,3,QLD,Rockhampton,5,0.649305556,1200,3,3,2,0,0,9,,3
28-Nov-17 Ballarat R8,43067,3,VIC,Ballarat,8,0.708333333,1200,2.7,0,2,2,0,7,,3
28-Nov-17 Rockhampton R6,43067,3,QLD,Rockhampton,6,0.673611111,1300,3.4,3,1,0,0,9,,31
28-Nov-17 Rockhampton R7,43067,3,QLD,Rockhampton,7,0.701388889,1400,4.6,4,1,2,0,13,,9
29-Nov-17 Sandown Hillside R1,43068,4,VIC,Sandown Hillside,1,0.541666667,1800,3.5,0,4,2,1,12,,5
29-Nov-17 Gold Coast R1,43068,4,QLD,Gold Coast,1,0.505555556,1400,3,2,1,0,0,7,,3
29-Nov-17 Gawler R1,43068,4,SA,Gawler,1,0.53125,1500,1.9,0,0,0,1,5,,1.9
29-Nov-17 Sandown Hillside R2,43068,4,VIC,Sandown Hillside,2,0.565972222,1400,4,3,1,1,0,9,,4
29-Nov-17 Gold Coast R2,43068,4,QLD,Gold Coast,2,0.529861111,1100,3,1,2,2,0,10,,9.5
29-Nov-17 Gawler R2,43068,4,SA,Gawler,2,0.555555556,1100,1.9,0,0,2,1,6,,3
29-Nov-17 Wyong R1,43068,4,NSW,Wyong,1,0.583333333,1600,3.2,0,1,0,0,7,,7
29-Nov-17 Sandown Hillside R3,43068,4,VIC,Sandown Hillside,3,0.590277778,1300,4,3,1,0,1,9,,4
29-Nov-17 Gold Coast R3,43068,4,QLD,Gold Coast,3,0.554166667,1100,2.05,3,2,0,0,9,,14
29-Nov-17 Gawler R3,43068,4,SA,Gawler,3,0.579861111,1500,3.1,1,0,2,0,7,,3.9
29-Nov-17 Wyong R2,43068,4,NSW,Wyong,2,0.607638889,1350,3.4,2,1,0,0,7,,6.5
29-Nov-17 Sandown Hillside R4,43068,4,VIC,Sandown Hillside,4,0.614583333,1500,3.7,2,3,3,0,12,,12
29-Nov-17 Gold Coast R4,43068,4,QLD,Gold Coast,4,0.578472222,1800,1.8,1,1,2,3,11,,1.8
29-Nov-17 Gawler R4,43068,4,SA,Gawler,4,0.604166667,1500,1.7,1,1,1,0,6,,1.7
29-Nov-17 Wyong R3,43068,4,NSW,Wyong,3,0.631944444,1200,3.1,1,1,0,0,7,,26
29-Nov-17 Sandown Hillside R5,43068,4,VIC,Sandown Hillside,5,0.638888889,1800,4.8,3,2,0,0,10,,7
29-Nov-17 Gold Coast R5,43068,4,QLD,Gold Coast,5,0.602777778,900,2.5,1,3,1,0,8,,2.5
29-Nov-17 Gawler R5,43068,4,SA,Gawler,5,0.628472222,1700,1.85,2,2,1,0,7,,1.85
29-Nov-17 Wyong R4,43068,4,NSW,Wyong,4,0.65625,1200,3.5,2,0,1,0,9,,5
29-Nov-17 Sandown Hillside R6,43068,4,VIC,Sandown Hillside,6,0.663194444,1800,3,1,2,3,1,11,,3.1
29-Nov-17 Gold Coast R6,43068,4,QLD,Gold Coast,6,0.627083333,1300,5,4,1,4,0,13,,5
29-Nov-17 Gawler R6,43068,4,SA,Gawler,6,0.652777778,1100,2.8,0,0,0,0,5,,2.8
29-Nov-17 Wyong R5,43068,4,NSW,Wyong,5,0.680555556,1000,2.8,4,0,1,0,8,,4.8
29-Nov-17 Sandown Hillside R7,43068,4,VIC,Sandown Hillside,7,0.6875,1000,4.4,5,2,1,1,13,,4.4
29-Nov-17 Gold Coast R7,43068,4,QLD,Gold Coast,7,0.651388889,1400,1.8,1,1,1,0,6,,1.8
29-Nov-17 Gawler R7,43068,4,SA,Gawler,7,0.677083333,2100,3,2,0,0,1,9,,6.5
29-Nov-17 Wyong R6,43068,4,NSW,Wyong,6,0.704861111,2100,3.7,4,0,0,0,9,,7
29-Nov-17 Northam R1,43068,4,WA,Northam,1,0.583333333,2200,2.3,0,0,1,0,6,,2.3
29-Nov-17 Sandown Hillside R8,43068,4,VIC,Sandown Hillside,8,0.711805556,1400,4.4,4,3,1,0,12,,4.4
29-Nov-17 Gold Coast R8,43068,4,QLD,Gold Coast,8,0.675694444,1200,2.25,1,0,2,0,8,,2.25
29-Nov-17 Gawler R8,43068,4,SA,Gawler,8,0.701388889,1200,2,1,0,1,2,8,,4.6
29-Nov-17 Wyong R7,43068,4,NSW,Wyong,7,0.729166667,1600,6,5,1,0,0,8,,6
29-Nov-17 Northam R2,43068,4,WA,Northam,2,0.609027778,1100,2.15,2,0,1,0,6,,4.4
29-Nov-17 Gold Coast R9,43068,4,QLD,Gold Coast,9,0.701388889,1200,3.9,6,1,2,0,12,,11
29-Nov-17 Launceston R1,43068,4,TAS,Launceston,1,0.747916667,1620,3.2,3,1,4,2,14,,8
29-Nov-17 Northam R3,43068,4,WA,Northam,3,0.635416667,1000,1.7,2,2,1,0,8,,1.7
29-Nov-17 Launceston R2,43068,4,TAS,Launceston,2,0.770833333,1420,2,3,0,2,5,13,,2
29-Nov-17 Northam R4,43068,4,WA,Northam,4,0.659722222,1300,3.2,1,3,2,4,14,,3.2
29-Nov-17 Launceston R3,43068,4,TAS,Launceston,3,0.795138889,1220,2.5,2,3,1,2,11,,2.5
29-Nov-17 Northam R5,43068,4,WA,Northam,5,0.684027778,1400,1.4,1,1,2,2,9,,5.5
29-Nov-17 Launceston R4,43068,4,TAS,Launceston,4,0.819444444,1220,5.7,2,2,2,0,13,,8.8
29-Nov-17 Northam R6,43068,4,WA,Northam,6,0.708333333,1600,2.8,0,1,1,0,8,,2.8
29-Nov-17 Launceston R5,43068,4,TAS,Launceston,5,0.847222222,1220,3.1,0,0,1,0,8,,4.3
29-Nov-17 Northam R7,43068,4,WA,Northam,7,0.736111111,1300,2.25,3,2,3,0,11,,2.25
29-Nov-17 Launceston R6,43068,4,TAS,Launceston,6,0.875,1220,5,5,0,0,0,10,,5
29-Nov-17 Launceston R7,43068,4,TAS,Launceston,7,0.895833333,1420,3.8,1,0,1,0,8,,5.3
29-Nov-17 Launceston R8,43068,4,TAS,Launceston,8,0.916666667,1420,2.5,2,3,1,0,10,,3.1
29-Nov-17 Launceston R9,43068,4,TAS,Launceston,9,0.9375,2130,2,2,2,1,0,7,,2.2
30-Nov-17 Scone R1,43069,5,NSW,Scone,1,0.552083333,900,2.2,1,1,0,1,6,,2.7
30-Nov-17 Scone R2,43069,5,NSW,Scone,2,0.576388889,1100,2.7,3,1,1,4,13,,2.7
30-Nov-17 Mackay R1,43069,5,QLD,Mackay,1,0.545138889,1560,2.5,3,0,0,0,7,,12
30-Nov-17 Scone R3,43069,5,NSW,Scone,3,0.600694444,1300,3.2,2,0,4,4,14,,3.2
30-Nov-17 Mackay R2,43069,5,QLD,Mackay,2,0.569444444,1300,1.85,0,0,0,0,3,,5
30-Nov-17 Scone R4,43069,5,NSW,Scone,4,0.625,1400,3.8,2,0,3,3,13,,3.9
30-Nov-17 Mackay R3,43069,5,QLD,Mackay,3,0.59375,1560,2.8,0,1,0,0,6,,5
30-Nov-17 Scone R5,43069,5,NSW,Scone,5,0.649305556,1600,3.7,2,1,1,0,10,,21
30-Nov-17 Mackay R4,43069,5,QLD,Mackay,4,0.618055556,1100,2.1,0,0,4,0,8,,7.5
30-Nov-17 Warrnambool R1,43069,5,VIC,Warrnambool,1,0.666666667,2000,2.7,3,0,1,0,8,,8.5
30-Nov-17 Scone R6,43069,5,NSW,Scone,6,0.673611111,1400,2.45,2,2,2,3,12,,3
30-Nov-17 Mackay R5,43069,5,QLD,Mackay,5,0.642361111,1050,3.8,0,1,2,1,10,,3.8
30-Nov-17 Warrnambool R2,43069,5,VIC,Warrnambool,2,0.6875,1400,2.6,2,0,4,3,13,,6.5
30-Nov-17 Scone R7,43069,5,NSW,Scone,7,0.697916667,1300,2.7,4,0,1,1,11,,16
30-Nov-17 Warrnambool R3,43069,5,VIC,Warrnambool,3,0.708333333,1100,3.2,5,2,4,3,16,,17
30-Nov-17 Mackay R6,43069,5,QLD,Mackay,6,0.670138889,1050,2.4,3,1,1,0,8,,17
30-Nov-17 Bunbury R1,43069,5,WA,Bunbury,1,0.591666667,1690,2.5,4,0,1,1,9,,4.2
30-Nov-17 Scone R8,43069,5,NSW,Scone,8,0.725694444,1100,3.7,1,1,1,0,9,,6.5
30-Nov-17 Warrnambool R4,43069,5,VIC,Warrnambool,4,0.729166667,1000,3.2,4,2,4,3,15,,10
30-Nov-17 Mackay R7,43069,5,QLD,Mackay,7,0.694444444,1300,4.8,3,0,0,0,9,,4.8
30-Nov-17 Bunbury R2,43069,5,WA,Bunbury,2,0.614583333,1108,4.2,2,1,0,1,10,,6.5
30-Nov-17 Warrnambool R5,43069,5,VIC,Warrnambool,5,0.75,1200,3.2,3,2,4,3,14,,26
30-Nov-17 Bunbury R3,43069,5,WA,Bunbury,3,0.635416667,1410,2.45,0,1,1,0,7,,2.45
30-Nov-17 Warrnambool R6,43069,5,VIC,Warrnambool,6,0.770833333,1300,3.2,3,1,4,3,13,,11
30-Nov-17 Bunbury R4,43069,5,WA,Bunbury,4,0.65625,1410,3.6,4,0,1,1,10,,5.5
30-Nov-17 Warrnambool R7,43069,5,VIC,Warrnambool,7,0.791666667,1400,3.2,2,1,4,3,12,,3.2
30-Nov-17 Bunbury R5,43069,5,WA,Bunbury,5,0.677083333,1108,3.4,1,3,0,1,10,,12
30-Nov-17 Warrnambool R8,43069,5,VIC,Warrnambool,8,0.8125,1700,3.7,2,1,4,3,11,,13
